Title,City,District,Building_Area,Land_Area,Price,Area_Total,Category
CLUSTER Terbaru NYAMAN dan STRATEGIS Harga 700jutaan ALL IN - Cimanggis Depok,Jakarta,Jagakarsa,68,60,770000000,128,Small
Termurah Di CIMANGGIS DEPOK - Scandinavia 2LT Terbaru Cicilan Mulai 6jutaan,Jakarta,Cipayung,68,60,770000000,128,Small
Rumah di Jual Jagakarsa Minimalis Classic Rooftop Luas Dekat TOL Jagakarsa,Jakarta,Jagakarsa,200,96,2600000000,296,Large
Rumah mewah di jakarta barat 10 menit dari stasiun,Jakarta,Semanan,136,120,2550000000,256,Medium
"Di Jual Rumah Cluster Minimalist AYALIS RESIDENCE Kwitang, Senen,  Jakarta Pusat",Jakarta,Kwitang,42,23,750000000,65,Small
"Dijual Rumah Luas, harga Menarik, Strategis, tomang",Jakarta,Tomang,203,135,4000000000,338,Large
Rumah Mewah 3 Lantai Cluster Magnolia - Puri Botanical Residence,Jakarta,Kembangan,510,838,22000000000,1348,Large
Rumah siap huni Sunter Danau,Jakarta,Sunter,324,108,2700000000,432,Large
"Rumah Dan Kos Kosan Dekat Perkantoran, Jalan Raya, Toll, Dalam Komplek  Pancoran",Jakarta,Pancoran,770,455,18500000000,1225,Large
Dijual Rumah Kota Wisata Full Furnished Istimewa Siap Huni,Jakarta,Cibubur,250,180,2500000000,430,Large
Dijual Rumah Kota Wisata Full Furnished Istimewa Siap Huni,Jakarta,Cibubur,250,180,2500000000,430,Large
rumah subsidi pesona kahuripan,Jakarta,Legenda Wisata,30,60,168000000,90,Small
Rumah Mewah Area Premium di Cbd Mega Kuningan Jakarta Selatan,Jakarta,Kuningan,1150,708,51000000000,1858,Large
Hunian Luxurious Dalam Cluster,Jakarta,Jagakarsa,240,126,2700000000,366,Large
Hunian Mewah di Komplek Kavling DKI,Jakarta,Jagakarsa,220,135,3500000000,355,Large
"Rumah minimalis 2 lantai di Petukangan Utara, Jaksel",Jakarta,Pesanggrahan,214,323,3100000000,537,Large
"Turun hargaaaaa, BU",Jakarta,Cengkareng,300,250,2300000000,550,Large
Rumah Golf Island PIK Mozart,Jakarta,Pantai Indah Kapuk,350,250,11500000000,600,Large
Rumah Murah Siap Huni di Cluster Royal Residence Jakarta Timur,Jakarta,Cakung,120,90,1650000000,210,Medium
Rumah Megah 2 Lantai Tanah 247 M2 Murah di Duren Sawit,Jakarta,Duren Sawit,200,247,2700000000,447,Large
RUMAH MEWAH BERGAYA APARTHAOUSE DAERAH CEMPAKA PUTIH TENGAH,Jakarta,Cempaka Putih,98,34,1411462500,132,Medium
Rumah Minimalis Jagakarsa Jakarta Selatan,Jakarta,Jagakarsa,110,119,1250000000,229,Medium
RUMAH BARU STRATEGIS DI CILANDAK DEKAT TRANSMART CILANDAK JAKARTA SELATAN,Jakarta,Cilandak,110,62,1825000000,172,Medium
RUMAH BARU MINIMALIS MODERN CLASSIC DI CONDET JAKARTA TIMUR,Jakarta,Condet,115,84,1850000000,199,Medium
Rumah Modern Baru Full Furnish Strategis Villa Tomang Mas Duri Kepa 10x15m,Jakarta,Duri Kepa,150,150,3900000000,300,Medium
RUMAH DENGAN 2 KAMAR MINIMALIS DP 18 BULAN DI KOTA,Jakarta,Kalideres,31,60,517000000,91,Small
Dijual Cepat Dan Murah Rumah  Cantik Siap Di Pesanggrahan Kebayoran Lama Jakarta,Jakarta,Pesanggrahan,335,240,4250000000,575,Large
"DIJUAL CEPAT RUMAH 1 1/2 LANTAI AKSES MOBIL/TRUCK,CIPAYUNG,JAKTIM",Jakarta,Cipayung,178,178,1400000000,356,Large
Rumah mewah di cluster Margasatwa Cilandak,Jakarta,Cilandak Timur,500,603,13000000000,1103,Large
PREMIUM AREA - PRIVAT Cluster Terbaru Style Scandinavian 2 lantai FREE BIAYA2,Jakarta,Cijantung,68,63,770000000,131,Small
"Dijual Rumah Baru Minimalis 3lt di Cengkareng, Jakarta Barat",Jakarta,Cengkareng,140,60,1750000000,200,Medium
Dijual Rumah Bagus Siap Huni Di Jl. Mpr Cipete - Cilandak Barat,Jakarta,Cilandak,340,182,7700000000,522,Large
Rumah Mewah 3 Lantai Bagus Banget di Kebayoran Baru,Jakarta,Kebayoran Baru,500,831,34000000000,1331,Large
FOR SALE PATRA KUNINGAN,Jakarta,Kuningan Timur,400,440,28000000000,840,Large
Rumah cantik jln Depan Rumah 10meteran Harga nego,Jakarta,Jagakarsa,140,126,2500000000,266,Medium
Dijual rumah siap huni area brawijaya,Jakarta,Kebon Baru,600,822,50500000000,1422,Large
Jual cepat rumah mewah Eropa Classic kebagusan,Jakarta,Kebagusan,250,102,3500000000,352,Large
Hunian cantik dalam cluster jagakarsa,Jakarta,Jagakarsa,130,75,1625000000,205,Medium
Di jual rumah murah termurah 2 lantai daerah kayu jakarta timur manis,Jakarta,Kayu Manis,37,25,485000000,62,Small
"Dijual rumah strategis, recommended banget untuk kost-kost an di Cempaka Putih",Jakarta,Cempaka Putih,400,200,3400000000,600,Large
jual rumah murah di kebayoran baru cocok di jadikan Investasi dan untuk kantor,Jakarta,Kebayoran Baru,1200,557,19000000000,1757,Large
Dijual Rumah ICONIC di Jakarta timur,Jakarta,Duren Sawit,90,146,3900000000,236,Small
Rumah Pinggir Jalan NJOP,Jakarta,Pancoran,180,100,5000000000,280,Large
Rumah minimalis modern 2 lantai,Jakarta,,45,33,1140000000,78,Small
Hunian Mewah Dan Murah Dikawasan Strategis Jakarta Pusat,Jakarta,Senen,38,20,400000000,58,Small
Rumah Murah di cempaka putih,Jakarta,Cempaka Putih,100,35,1638000000,135,Medium
The Lagoon Park Bukit Golf Riverside Cibubur type Evia,Jakarta,Cibubur,40,60,886206908,100,Small
rumah baru jagakarsa,Jakarta,Jagakarsa,135,93,2200000000,228,Medium
Dijual rumah Gaharu 2 Cipete kebayoran baru jakarta selatan,Jakarta,Kebayoran Baru,396,154,7500000000,550,Large
Rumah Tinggal Tingkat Minimalis Terbaik Siap Huni Dengan Harga Murah,Jakarta,Kalideres,103,180,1300000000,283,Medium
Rumah dijual Nempel Bintaro dan Ciledug Tangerang,Jakarta,Pesanggrahan,92,72,1300000000,164,Medium
Rumah Bersih Terawat Citra Garden 1 ext 8x20m,Jakarta,Kalideres,180,160,2250000000,340,Large
"Dijual Rumah Luas, Nyaman dan Strategis di Jakarta Barat",Jakarta,Cengkareng Barat,250,324,5500000000,574,Large
RUMAH MURAH SELATAN JAKARTA,Jakarta,TB Simatupang,64,60,1300000000,124,Small
"Rumah Modern Minimalis di Jagakarsa, Jakarta Selatan",Jakarta,Jagakarsa,130,75,1650000000,205,Medium
"dijual Rumah Pluit karang Molek 234 meter, 20 juta/meter",Jakarta,Muara Karang,234,234,4500000000,468,Large
PREMIUM AREA - Hunian/Rumah Baru Scandinavian DP suka2 Cicilan Mulai 6 jutaan,Jakarta,Condet,68,60,770000000,128,Small
"DIJUAL CIMANGGIS GOLF ESTATE LAUNCH CLUSTER BARU NAHARA HARGA MULAI DARI 1,5M",Jakarta,Cibubur,89,85,1500000000,174,Small
Rumah Mewah Duren Sawit Jakarta Timur,Jakarta,Duren Sawit,1000,763,23000000000,1763,Large
Dijual Rumah Nyaman di lingkungan prime Premier Riviera Rawamangun,Jakarta,Klender,135,138,3850000000,273,Medium
Paling Murah rumah di Villa Kelapa Dua,Jakarta,Kebon Jeruk,130,108,2500000000,238,Medium
Metland Menteng Tipe Canna,Jakarta,Cakung,97,160,3069807488,257,Medium
Cluster Lavender Tipe B � Puri Botanical,Jakarta,Kembangan,65,60,1990000000,125,Small
Rumah Di Cipayung Jakarta Timur,Jakarta,Cipayung,140,103,1500000000,243,Medium
rumah baru mewah termurah lingkungan bebas banjir,Jakarta,Cempaka Putih,160,68,2280000000,228,Large
"Rumah Terlaris lokasi strategis,Cilangkap�cipayung,jakarta timur",Jakarta,Cilangkap,70,97,1100000000,167,Small
"Rumah Mewah Pik2 Cluster Denver, Over Credit, Sisa Cicilan 49x",Jakarta,Pantai Indah Kapuk,104,75,2571163623,179,Medium
"Townhouse Cilangkap Jakarta. Dekat  puskesmas Cipayung, 12mnt gerbang tol Setu",Jakarta,Cilangkap,70,50,650000000,120,Small
Rumah siap huni dalam komplek CIPETE Jakarta Selatan,Jakarta,Cipete,300,320,12500000000,620,Large
Dijual Rumah siap huni di perumahan pondok Indah,Jakarta,Pondok Indah,650,560,27000000000,1210,Large
RUMAH MURAHTANPA DP Di BEKASI.,Jakarta,Pasar Rebo,36,60,430000000,96,Small
JUAL RUMAH TEBET,Jakarta,Tebet,273,181,7000000000,454,Large
RUMAH MURAH CLASSIC TERJANGKAU DEKAT MALL DAN RUMAH SAKIT,Jakarta,Cipayung,31,60,452880000,91,Small
"Di Jual Rumah Indent 2,5 Lantai Mewah Area Condet Pasar Rebo Jakarta Timur",Jakarta,Pasar Rebo,170,127,2695000000,297,Large
Jual Townhouse Murah Ready di Cipayung,Jakarta,Cipayung,110,90,1950000000,200,Medium
Rumah design industrial di matoa dekat 3 gate tol di ciganjur jagakarsa,Jakarta,Ciganjur,160,107,1900000000,267,Large
Jual Cepat Rumah Type 38/180 di perumahan Citra Indah Citu,Jakarta,Cibubur,38,180,460000000,218,Small
RUMAH DI JUAL DI JAGAKARSA D'CASSA 5 JAGAKARSA NEGO SAMPAI JADI,Jakarta,Jagakarsa,36,52,750000000,88,Small
modern classic,Jakarta,Jagakarsa,225,96,3100000000,321,Large
Rumah BGM PIK 8X15 Termurah (Dekat Pasar Freshmarket Pik),Jakarta,Pantai Indah Kapuk,200,120,4500000000,320,Large
For Sale House Scandinavian at Cilandak,Jakarta,Cilandak,127,200,4750000000,327,Medium
Dijual murah BU,Jakarta,Kalideres,150,255,5200000000,405,Medium
RUMAH DIJUAL MURAH DI PRIOK JAKARTA UTARA HARGA NEGO SAMPAI JADI,Jakarta,Tanjung Priok,108,295,4000000000,403,Medium
"Taman Grisenda PIK, 12x20, 2� Lantai, Hadap Selatan.",Jakarta,Pantai Indah Kapuk,400,240,8500000000,640,Large
CITRA GARDEN 2 JAKARTA BARAT JUAL CEPAAT SEMI FURNISHED,Jakarta,Kalideres,480,108,4200000000,588,Large
RUMAH JAKARTA TIMUR BISA KPR,Jakarta,Ciracas,61,50,745000000,111,Small
Rumah mewah tb simatupang di pasar minggu Jaksel,Jakarta,Pasar Minggu,500,732,22000000000,1232,Large
Jual Cepat Rumah 2-lantai Daerah Kalibata Dekat Stasiun Duren,Jakarta,Kalibata,405,505,17500000000,910,Large
Di Jual Cepat Rumah Private Pool Kemang Terawat Rapi Siap Huni,Jakarta,Cilandak,640,446,13500000000,1086,Large
Angel Residence tipe Uriel,Jakarta,Kalideres,70,64,1877000000,134,Small
Di Jual Rumah ataw kosan,Jakarta,Palmerah,222,152,2200000000,374,Large
"Dijual Rumah Asri, tanah luas di Damarsari , Jati Padang, Jakarta Selatan",Jakarta,Pasar Minggu,200,280,6300000000,480,Large
Rumah Premium 2LT Harga 700jutaan LOKASI DEKAT dengan Tol & Stasiun. Cibubur,Jakarta,Cijantung,68,60,770000000,128,Small
Cluster Lavender Tipe A2 � Puri Botanical,Jakarta,Kembangan,66,60,2000000000,126,Small
RUMAH 3 Lantai di KALIBATA Jakarta selatan,Jakarta,Kalibata,190,81,5000000000,271,Large
Rumah Kualitas Premium Siap Huni Bonus Interior Mewah Dekat ke TOL Bambu Apus,Jakarta,Cipayung,140,100,2475000000,240,Medium
DI JUAL Rumah modern siap huni di dalam komplek di daerah Kemang Dalam.,Jakarta,Kemang,350,392,15000000000,742,Large
Rumah Mewah di Danau Indah Raya,Jakarta,Sunter Jaya,900,760,23000000000,1660,Large
"rumah townhouse cibubur, belakang raffless hills",Jakarta,Cibubur,98,73,1300000000,171,Medium
Cluster Lavender Tipe A1 � Puri Botanical,Jakarta,Kembangan,62,50,1775000000,112,Small
Dijual Rumah tanjung duren untuk kos-kosan strategis segitiga emas,Jakarta,Tanjung Duren,148,156,3650000000,304,Medium
Rumah Di Kolonel Sugiono Jakarta Timur,Jakarta,Duren Sawit,133,133,1980000000,266,Medium
HARGA PROMO.RUMAH 3 LANTAI DEKAT KOMPLEK BRIMOB POLRI PEJATEN BARAT,Jakarta,Pejaten,100,40,975000000,140,Medium
"RUMAH MEWAH 2,5 LANTAI ADA KOLAM RENANG DI JAGAKARSA JAKARTA SELATAN",Jakarta,Jagakarsa,150,96,1950000000,246,Medium
For sale Cluster at Pesanggrahan Jaksel,Jakarta,Pesanggrahan,165,91,2200000000,256,Large
Rumah 2 Lantai di Jakarta barat,Jakarta,Kalideres,60,48,1500000000,108,Small
Di Jual Rumah Mewah di Cilandak Kakao,Jakarta,Cilandak,444,717,11000000000,1161,Large
"Di jual Rumah Tua, Hitung Tanah Saja di Jakarta Pusat, Senen, Kramat",Jakarta,Senen,192,208,3200000000,400,Large
RUMAH 3 LANTAI AKSES 2 MOBIL PINGGIR JALAN RAYA 2 MENIT KE TOL DESARI BRIGIF JAGAKARS...,Jakarta,Jagakarsa,170,100,2890000000,270,Large
"RUMAH 2,5 LANTAI ( ROOFTOP ) DALAM CLUSTER DI JAGAKARSA JAKARTA SELATAN",Jakarta,Jagakarsa,200,93,2550000000,293,Large
Dijual. Rumah Tua Hitung Tanah Di Daerah Kemang. Harga Turun Dibawah Njop.,Jakarta,Kemang,500,792,18500000000,1292,Large
CLUSTER TANPA DP,Jakarta,Jagakarsa,45,70,598500000,115,Small
Rumah Dijual Jakarta Barat,Jakarta,Meruya,205,120,1900000000,325,Large
Dijual Rumah Seafront Ancol Jakarta Utara,Jakarta,Ancol,326,144,6800000000,470,Large
Rumah baru 2lantai di ciracas,Jakarta,Ciracas,63,43,799000000,106,Small
Dijual rumah mewah kawasan Elit Menteng Residence Bintaro,Jakarta,Bintaro,900,1400,37500000000,2300,Large
JUAL RUMAH SUMUR BATU,Jakarta,Sumur Batu,300,252,6200000000,552,Large
"Pik, dijual rumah TERMURAH STOCK TERAKHIR Lt 6x15m2 jarang ada Rp3,5M",Jakarta,Pantai Indah Kapuk,90,90,3500000000,180,Small
rumah baru jagakarsa,Jakarta,Jagakarsa,120,88,2100000000,208,Medium
"Dijual. Townhouse Di Daerah Strategis Bangka, Kemang. Harga Menarik",Jakarta,Bangka,290,198,6750000000,488,Large
Rumah 2 lantai Cipaku Kebayoran Baru dekat SCBD Sudirman Senopati Dijual 40M,Jakarta,Kebayoran Baru,500,714,40000000000,1214,Large
Rumah siap huni lokasi strategis lingkungan nyaman di cluster Cilandak,Jakarta,Cilandak Timur,568,226,11561400000,794,Large
DIJUAL RUMAH AREA GANDARIA ~ LT/LB 185/195 ~ MODERN CLASSIC HOUSE ~ BEST PRICE!,Jakarta,Kebayoran Baru,195,185,4900000000,380,Large
DIJUAL RUMAH CILANDAK ~ LT/LB 200/127 ~ RUMAH MODERN SCANDINAVIAN,Jakarta,Cilandak,127,200,4750000000,327,Medium
"Jarang Ada, Rumah di Gading Pandawa Kelapa Gading dekat dengan LRT",Jakarta,Kelapa Gading Timur,280,240,7500000000,520,Large
Dijual rumah baru minimalais modern termewah,Jakarta,Cipinang,84,64,2168000000,148,Small
Townhouse Islami Premium 3 Lantai di Cibubur Tanpa Riba dekat RSUD Ciracas,Jakarta,Ciracas,120,102,1822500000,222,Medium
Di Jual Rumah di Rawamangun Lokasi Strategis Bebas Banjir,Jakarta,Rawamangun,400,135,7000000000,535,Large
town house  graha baru veteran bintaro,Jakarta,Bintaro,450,527,13900000000,977,Large
"Dijual Rumah Cantik, Lantai Tingkat dan Lokasi Strategis di Cempaka Putih Permai",Jakarta,Cempaka Putih,194,127,3800000000,321,Large
rumah bebas banjir kpr tanpa dp 0%,Jakarta,Cibubur,45,72,593500000,117,Small
Di Jual Rumah di Kelapa Gading Timur Lokasi Komersil Strategis,Jakarta,Kelapa Gading,295,320,9000000000,615,Large
Rumah Baru Perum JGC Cluster South Thames Blok J12 / 62 Jaktim Sudah Sertifikat,Jakarta,Cakung,62,90,1725000000,152,Small
Jual Rumah Darmawangsa Kebayoran Baru Lokasi Strategis,Jakarta,Kebayoran Baru,300,984,48000000000,1284,Large
Rumah murah hitung tanah harga dibawah njop jln. S Parman Jakbar Slipi,Jakarta,Palmerah,800,1258,52500000000,2058,Large
springhill golf residences,Jakarta,Kemayoran,400,120,6000000000,520,Large
Cluster Strategis Terbaru Dekat Tol & Stasiun Cibubur Harga 700 jutaan ALL IN,Jakarta,Condet,68,60,770000000,128,Small
Dijual Rumah Minimalis 2lt luas 120m� di Metland Menteng Cakung Jakarta Timur,Jakarta,Cakung,119,120,1700000000,239,Medium
Dijual Rumah Artistic Di Lokasi Mewah,Jakarta,Cakung,156,112,4000000000,268,Large
Rumah Etnik Asri Hijau kawasan Ragunan Jakarta Selatan,Jakarta,Ragunan,320,550,7500000000,870,Large
Rumah cluster  mewah cawang residence,Jakarta,Cawang,110,65,1750000000,175,Medium
Rumah Dengan Halaman Luas Nyaman Dan Asri Di Kawasan Cilandak Ragunan,Jakarta,Ragunan,500,1000,17000000000,1500,Large
Rumah di kemang jaya apartemen taman.,Jakarta,Kemang,450,400,13500000000,850,Large
Turun harga  Di jual rumah di Semper Jakarta Utara,Jakarta,Semper,154,354,2500000000,508,Large
Di Jual Rumah Bagus Siap Huni Di Palmerah,Jakarta,Palmerah,1000,436,12500000000,1436,Large
Di jual rumah 2 dan 3 lantai mewah dan Moderent daerah Cipinang baru raya,Jakarta,Cipinang,99,84,2168000000,183,Medium
Rumah 2 lantai layak huni di daerah duri mas duri Kepa Jakarta barat,Jakarta,Duri Kepa,120,89,2250000000,209,Medium
Dijual Rumah Murah Jakarta Strategis Cemp Putih Tengah Jakpus,Jakarta,Cempaka Putih,64,34,1197000000,98,Small
Dijual rumah di cluster LAGOON PARK dengan view danau di Bukit Golf Cibubur,Jakarta,Cibubur,40,60,860000000,100,Small
DP SUKA SUKA - Cluster Baru style Scandinavian STRATEGIS 700 jutaan ALL IN,Jakarta,Cijantung,68,60,770000000,128,Small
"DI JUAL RUMAH DI TAMAN ARIES, JAKARTA BARAT",Jakarta,Meruya,200,200,3900000000,400,Large
Rumah lokasi strategis butuh renovasi.,Jakarta,Kebayoran Baru,286,570,12700000000,856,Large
Rumah Dijual 2 Lantai Harga Terjangkau Daerah Lenteng Agung,Jakarta,Lenteng Agung,90,77,1800000000,167,Small
Beli Rumah Cantik FREE Yamaha N-Max 2Km dari JORR bisa KPR,Jakarta,Cipayung,124,126,2378750000,250,Medium
"jual rumah lokasi pejompongan benhil untuk di jadikan Hunian,kantor, Supermarket",Jakarta,Bendungan Hilir,300,344,18000000000,644,Large
RUMAH 2 LANTAI + ROOFTOP SIAP HUNI .BISA KPR DI JAGAKARSA JAKARTA SELATAN,Jakarta,Jagakarsa,220,124,2975000000,344,Large
Dijual Rumah Minimalis Siap Huni Di Cluster Metland Menteng Cakung Jaktim,Jakarta,Cakung,90,96,1700000000,186,Small
"(GA20308-CS) JUAL RUMAH KOS BARU OKUPANSI 100%, FAST BINTANG 5 DI TOMANG, JAKBAR",Jakarta,Tomang,264,66,4900000000,330,Large
DIJUAL RUMAH LAMA MEGA KUNINGAN Dekat Kedutaan Thailand,Jakarta,Kuningan,700,708,51000000000,1408,Large
DIJUAL RUMAH LAMA HITUNG TANAH DI DENPASAR KARANGASEM MEGA KUNINGAN,Jakarta,,500,865,55500000000,1365,Large
"GREEN LAKE, HARGA NEGO",Jakarta,,120,135,3000000000,255,Medium
Rumah Duri Kepa Hadap Barat,Jakarta,Grogol Petamburan,115,115,2000000000,230,Medium
Dijual Rumah Terawat Rapi,Jakarta,,600,800,10900000000,1400,Large
"Rumah Semi Furnish 5 Bedroom di Kebayoran Essence, Bintaro",Jakarta,Bintaro,400,322,7500000000,722,Large
Rumah Siap Pakai Lebar 10 M Di Galur Jakarta Pusat,Jakarta,Johar Baru,100,143,2450000000,243,Medium
Dijual Murah Rumah 2lantai Di Kayu Putih Jakarta Timur,Jakarta,Kayu Putih,140,116,1500000000,256,Medium
Dijual rumah tua hitung tanah di Cilandak,Jakarta,Cilandak Barat,300,676,12000000000,976,Large
"di jual kelurga harmonis, aman, nyaman, sejuk",Jakarta,Kelapa Gading,300,15,2750000000,315,Large
Rumah cantik scandinavian di jakrta selatan,Jakarta,Cijantung,100,80,1900000000,180,Medium
DI JUAL Rumah tua harga bagus didaerah Kemang. Jarak jalan kaki ke Hero.,Jakarta,Kemang,450,784,15500000000,1234,Large
DI JUAL RUMAH CANTIK SIAP HUNI DI CIPETE,Jakarta,Cipete Selatan,400,615,19500000000,1015,Large
"DIJUAL CEPAT RUMAH DI TAMAN SEMANAN INDAH, KALIDERES",Jakarta,Kalideres,200,225,3900000000,425,Large
"Murah, Jual Cepat dan BU, Kebayoran Baru Luxury House, Nego sampai Terjual",Jakarta,Kebayoran Baru,494,680,42500000000,1174,Large
Angel Residence perumahan cluster premium di Jakarta Barat,Jakarta,Kalideres,115,96,3252000000,211,Medium
Cari Rumah cluster murah cawang residence dewi sartika,Jakarta,Cawang,110,65,1750000000,175,Medium
"Dijual Rumah Cantik dan  Minimalis, 3 Lantai di Cempaka Putih Barat",Jakarta,Cempaka Putih,120,65,3500000000,185,Medium
DIJUAL RUMAH AREA SENOPATI ~ LT/LB 101/160 ~ JARANG ADA!,Jakarta,Kebayoran Baru,160,101,6000000000,261,Large
Fast Sale! Rumah Baru 4 Kamar Tidur di Menteng Jakpus,Jakarta,Menteng,500,485,45000000000,985,Large
Rumah Bagus Siap Pakai Di Jakarta Pusat,Jakarta,Senen,200,160,3900000000,360,Large
"Dijual Cepat Rumah Asri Di Lokasi Strategis  Jl. Bango Raya, Cilandak Jakarta",Jakarta,Cilandak,300,328,6500000000,628,Large
Green Puri 6x15 FULL FURNISH Lokasi Jakarta Barat,Jakarta,Duri Kosambi,100,90,2200000000,190,Medium
"cluster di Jagakarsa, Margasatwa, Pondok Labu, Cilandak, Jakarta Selatan",Jakarta,,125,152,3128000000,277,Medium
Rumah mewah 2 lantai 3 M,Jakarta,Pondok Kelapa,137,147,3000000000,284,Medium
Dijual Rumah di Sunter Lokasi Strategis Bangunan Kokoh,Jakarta,Sunter,125,140,3200000000,265,Medium
Dujual cepat rumah townhouse 3 lt di Jakarta Barat,Jakarta,Kedoya Selatan,200,70,2600000000,270,Large
Di jual rumah mewah murah fasilitas banyak di Menteng Jakarta pusat,Jakarta,Menteng,600,753,55000000000,1353,Large
ready rumah cluster daerah cempah putih tengah,Jakarta,Cempaka Putih,70,48,1725000000,118,Small
Di Jual Rumah Mewah Di Timur Jakarta DP Ringan,Jakarta,Cakung,125,150,2550000000,275,Medium
International Class Living in South City Fortunia Residence,Jakarta,Bintaro,66,71,1200000000,137,Small
HOT NEWS Millenium Cawang Residence Elegant Architecture,Jakarta,Mampang Prapatan,115,72,1700000000,187,Medium
Millenium Cawang Residence Elegant Architecture House,Jakarta,Kramat Jati,115,72,1700000000,187,Medium
Hot News DP0% BSD City Fully Furnished Tanakayu at BSD,Jakarta,Puri Indah,70,50,1400000000,120,Small
KIREI HOUSE Elegant Japanese Architecture Living at Depok,Jakarta,Jagakarsa,65,64,700000000,129,Small
Rumah Baru Depok DANDELION ESTATE- PREMIUM AREA- DP SUKA2- FREE BIAYA2,Jakarta,Ciracas,68,63,750000000,131,Small
RUMAH MEWAH  DEKAT TOL & TRANSMART CIBUBUR DP SUKA2- Free Biaya2,Jakarta,Ciracas,68,63,750000000,131,Small
MURCE CUY HARGA DIBAWAH PASARAN LOKASI EXLUSIVE BUKIT GOLF AREA PONDOK INDAH,Jakarta,Pondok Indah,2600,4689,180000000000,7289,Large
WAHH GILASEH TURUN HARGA GEDE-GEDEAAN HAMPIR SETENGAH HARGANYA RUMAH DI SENOPATI,Jakarta,Kebayoran Baru,280,485,29000000000,765,Large
Rumah Mewah Jalan Damai Jagakarsa Kebagusan - Akses 2 Mobil,Jakarta,Jagakarsa,145,84,1800000000,229,Medium
Rumah Tinggal Cantik di lebak bulus jaksel,Jakarta,Lebak Bulus,100,60,1200000000,160,Medium
Rumah baru minimalis terjangkau dan strategis di Citayam,Jakarta,Palmerah,45,55,275000000,100,Small
"Rumah Scandinavian, Cantik dan Menarik di Dalam Cluster daerah Bintaro",Jakarta,,63,94,1315000000,157,Small
"Rumah tanah luas 800m, di jl.Slamet Riyadi Matraman Jakarta timur",Jakarta,Matraman,600,800,18000000000,1400,Large
RUMAH READY SIAP HUNI DI CIBUBUR AKSES MUDAH TINGGAL NUNGGU AKAD,Jakarta,,87,68,750000000,155,Small
RUMAH MURAH MEWAH DUA SETENGAH LANTAI PULOGADUNG JAKTIM NEGO SAMPAI JADI,Jakarta,Pulo Gadung,90,40,950000000,130,Small
"DIJUAL Rumah Pribadi Asri & Nyaman, Halaman Luas, Jagakarsa, Jakarta Selatan",Jakarta,Jagakarsa,272,1150,9500000000,1422,Large
Di jual Rumah tua Menteng jakarta pusat,Jakarta,Menteng,340,238,13500000000,578,Large
Di Jual Rumah Mewah Stategis di Jakarta Barat,Jakarta,Meruya Selatan,480,450,14700000000,930,Large
Dijual Rumah Metland Puri 2 Lantai  Sudah Renovasi,Jakarta,,150,116,1700000000,266,Medium
Rumah Kos Kosan 22 Kamar Siap Huni di Komplek Rawamangun,Jakarta,Rawamangun,600,300,5700000000,900,Large
Dijual BU Rumah 2 Lantai Poltangan Pasar Minggu,Jakarta,Pejaten Timur,280,184,2600000000,464,Large
Rumah cijawura bandung kota,Bandung,Buahbatu (Margacinta),40,60,518000000,100,Small
